date,trust,dept,beds,patients,source_file,nurses_min_needed
2024-12-01,Portsmouth Hospitals University National Health Service Trust,G&A Paediatric,30,18,Dec 2024 Beds Sitrep Data.csv,5
2025-01-01,Portsmouth Hospitals University National Health Service Trust,G&A Paediatric,30,15,Beds Sitrep Data Jan 2025.csv,4
2025-02-01,Portsmouth Hospitals University National Health Service Trust,G&A Paediatric,30,18,Beds Sitrep Data Feb 2025.csv,5
2025-03-01,Portsmouth Hospitals University National Health Service Trust,G&A Paediatric,30,19,Beds Situation Report March 2025.csv,5
2024-10-01,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,Critical Care Adult,4,2,October 2024 Beds Sitrep Data.csv,1
2024-11-01,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,Critical Care Adult,4,3,Beds Sitrep Data Nov 2024.csv,2
2024-10-01,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,G&A Adult,53,27,October 2024 Beds Sitrep Data.csv,6
2024-11-01,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,G&A Adult,53,27,Beds Sitrep Data Nov 2024.csv,6
2024-10-01,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,G&A Paediatric,2,0,October 2024 Beds Sitrep Data.csv,0
2024-11-01,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,G&A Paediatric,2,0,Beds Sitrep Data Nov 2024.csv,0
2024-12-01,Queen Victoria Hospital NHS Foundation Trust,Critical Care Adult,4,2,Dec 2024 Beds Sitrep Data.csv,1
2025-01-01,Queen Victoria Hospital NHS Foundation Trust,Critical Care Adult,4,3,Beds Sitrep Data Jan 2025.csv,2
2025-02-01,Queen Victoria Hospital NHS Foundation Trust,Critical Care Adult,4,1,Beds Sitrep Data Feb 2025.csv,1
2025-03-01,Queen Victoria Hospital NHS Foundation Trust,Critical Care Adult,4,2,Beds Situation Report March 2025.csv,1
2024-12-01,Queen Victoria Hospital NHS Foundation Trust,G&A Adult,53,23,Dec 2024 Beds Sitrep Data.csv,5
2025-01-01,Queen Victoria Hospital NHS Foundation Trust,G&A Adult,53,23,Beds Sitrep Data Jan 2025.csv,5
2025-02-01,Queen Victoria Hospital NHS Foundation Trust,G&A Adult,53,31,Beds Sitrep Data Feb 2025.csv,7
2025-03-01,Queen Victoria Hospital NHS Foundation Trust,G&A Adult,53,29,Beds Situation Report March 2025.csv,6
2024-12-01,Queen Victoria Hospital NHS Foundation Trust,G&A Paediatric,2,0,Dec 2024 Beds Sitrep Data.csv,0
2025-01-01,Queen Victoria Hospital NHS Foundation Trust,G&A Paediatric,2,0,Beds Sitrep Data Jan 2025.csv,0
2025-02-01,Queen Victoria Hospital NHS Foundation Trust,G&A Paediatric,2,0,Beds Sitrep Data Feb 2025.csv,0
2025-03-01,Queen Victoria Hospital NHS Foundation Trust,G&A Paediatric,2,0,Beds Situation Report March 2025.csv,0
2024-10-01,ROYAL BERKSHIRE NHS FOUNDATION TRUST,Critical Care Adult,18,15,October 2024 Beds Sitrep Data.csv,8
2024-11-01,ROYAL BERKSHIRE NHS FOUNDATION TRUST,Critical Care Adult,19,19,Beds Sitrep Data Nov 2024.csv,10
2024-10-01,ROYAL BERKSHIRE NHS FOUNDATION TRUST,G&A Adult,505,484,October 2024 Beds Sitrep Data.csv,97
2024-11-01,ROYAL BERKSHIRE NHS FOUNDATION TRUST,G&A Adult,506,476,Beds Sitrep Data Nov 2024.csv,96
2024-10-01,ROYAL BERKSHIRE NHS FOUNDATION TRUST,G&A Paediatric,59,52,October 2024 Beds Sitrep Data.csv,13
2024-11-01,ROYAL BERKSHIRE NHS FOUNDATION TRUST,G&A Paediatric,59,49,Beds Sitrep Data Nov 2024.csv,13
2024-10-01,ROYAL CORNWALL HOSPITALS NHS TRUST,Critical Care Adult,17,13,October 2024 Beds Sitrep Data.csv,7
2024-11-01,ROYAL CORNWALL HOSPITALS NHS TRUST,Critical Care Adult,17,13,Beds Sitrep Data Nov 2024.csv,7
2024-10-01,ROYAL CORNWALL HOSPITALS NHS TRUST,G&A Adult,639,633,October 2024 Beds Sitrep Data.csv,127
2024-11-01,ROYAL CORNWALL HOSPITALS NHS TRUST,G&A Adult,644,638,Beds Sitrep Data Nov 2024.csv,128
2024-10-01,ROYAL CORNWALL HOSPITALS NHS TRUST,G&A Paediatric,37,19,October 2024 Beds Sitrep Data.csv,5
2024-11-01,ROYAL CORNWALL HOSPITALS NHS TRUST,G&A Paediatric,37,22,Beds Sitrep Data Nov 2024.csv,6
2024-10-01,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,Critical Care Adult,37,19,October 2024 Beds Sitrep Data.csv,10
2024-11-01,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,Critical Care Adult,37,16,Beds Sitrep Data Nov 2024.csv,8
2024-10-01,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,G&A Adult,1089,1021,October 2024 Beds Sitrep Data.csv,205
2024-11-01,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,G&A Adult,1093,1015,Beds Sitrep Data Nov 2024.csv,203
2024-10-01,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,G&A Paediatric,47,23,October 2024 Beds Sitrep Data.csv,6
2024-11-01,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,G&A Paediatric,47,29,Beds Sitrep Data Nov 2024.csv,8
2024-10-01,ROYAL FREE LONDON NHS FOUNDATION TRUST,Critical Care Adult,68,63,October 2024 Beds Sitrep Data.csv,32
2024-11-01,ROYAL FREE LONDON NHS FOUNDATION TRUST,Critical Care Adult,87,81,Beds Sitrep Data Nov 2024.csv,41
2024-10-01,ROYAL FREE LONDON NHS FOUNDATION TRUST,G&A Adult,958,925,October 2024 Beds Sitrep Data.csv,185
2024-11-01,ROYAL FREE LONDON NHS FOUNDATION TRUST,G&A Adult,1392,1359,Beds Sitrep Data Nov 2024.csv,272
2024-10-01,ROYAL FREE LONDON NHS FOUNDATION TRUST,G&A Paediatric,42,30,October 2024 Beds Sitrep Data.csv,8
2024-11-01,ROYAL FREE LONDON NHS FOUNDATION TRUST,G&A Paediatric,58,47,Beds Sitrep Data Nov 2024.csv,12
2024-10-01,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,Critical Care Adult,10,5,October 2024 Beds Sitrep Data.csv,3
2024-11-01,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,Critical Care Adult,10,6,Beds Sitrep Data Nov 2024.csv,3
2024-10-01,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,G&A Adult,143,115,October 2024 Beds Sitrep Data.csv,23
2024-11-01,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,G&A Adult,144,126,Beds Sitrep Data Nov 2024.csv,26
2024-10-01,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,G&A Paediatric,27,19,October 2024 Beds Sitrep Data.csv,5
2024-11-01,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,G&A Paediatric,27,19,Beds Sitrep Data Nov 2024.csv,5
2024-10-01,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,Critical Care Adult,32,29,October 2024 Beds Sitrep Data.csv,15
2024-11-01,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,Critical Care Adult,34,30,Beds Sitrep Data Nov 2024.csv,15
2024-10-01,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,G&A Adult,183,176,October 2024 Beds Sitrep Data.csv,36
2024-11-01,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,G&A Adult,183,171,Beds Sitrep Data Nov 2024.csv,35
2024-10-01,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,G&A Paediatric,0,0,October 2024 Beds Sitrep Data.csv,0
2024-11-01,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,G&A Paediatric,0,0,Beds Sitrep Data Nov 2024.csv,0
2024-10-01,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,Critical Care Adult,19,18,October 2024 Beds Sitrep Data.csv,9
2024-11-01,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,Critical Care Adult,18,16,Beds Sitrep Data Nov 2024.csv,8
2024-10-01,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,G&A Adult,449,444,October 2024 Beds Sitrep Data.csv,89
2024-11-01,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,G&A Adult,447,432,Beds Sitrep Data Nov 2024.csv,87
2024-10-01,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,G&A Paediatric,22,14,October 2024 Beds Sitrep Data.csv,4
2024-11-01,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,G&A Paediatric,23,17,Beds Sitrep Data Nov 2024.csv,5
2024-10-01,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,Critical Care Adult,13,10,October 2024 Beds Sitrep Data.csv,5
2024-11-01,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,Critical Care Adult,13,10,Beds Sitrep Data Nov 2024.csv,5
2024-10-01,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,G&A Adult,500,487,October 2024 Beds Sitrep Data.csv,98
2024-11-01,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,G&A Adult,507,495,Beds Sitrep Data Nov 2024.csv,99
2024-10-01,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,G&A Paediatric,22,19,October 2024 Beds Sitrep Data.csv,5
2024-11-01,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,G&A Paediatric,22,19,Beds Sitrep Data Nov 2024.csv,5
2024-12-01,Royal Berkshire NHS Foundation Trust,Critical Care Adult,18,17,Dec 2024 Beds Sitrep Data.csv,9
2025-01-01,Royal Berkshire NHS Foundation Trust,Critical Care Adult,19,19,Beds Sitrep Data Jan 2025.csv,10
2025-02-01,Royal Berkshire NHS Foundation Trust,Critical Care Adult,18,17,Beds Sitrep Data Feb 2025.csv,9
2025-03-01,Royal Berkshire NHS Foundation Trust,Critical Care Adult,19,18,Beds Situation Report March 2025.csv,9
2024-12-01,Royal Berkshire NHS Foundation Trust,G&A Adult,508,486,Dec 2024 Beds Sitrep Data.csv,98
2025-01-01,Royal Berkshire NHS Foundation Trust,G&A Adult,518,508,Beds Sitrep Data Jan 2025.csv,102
2025-02-01,Royal Berkshire NHS Foundation Trust,G&A Adult,520,496,Beds Sitrep Data Feb 2025.csv,100
2025-03-01,Royal Berkshire NHS Foundation Trust,G&A Adult,518,501,Beds Situation Report March 2025.csv,101
2024-12-01,Royal Berkshire NHS Foundation Trust,G&A Paediatric,59,47,Dec 2024 Beds Sitrep Data.csv,12
2025-01-01,Royal Berkshire NHS Foundation Trust,G&A Paediatric,59,44,Beds Sitrep Data Jan 2025.csv,11
2025-02-01,Royal Berkshire NHS Foundation Trust,G&A Paediatric,59,41,Beds Sitrep Data Feb 2025.csv,11
2025-03-01,Royal Berkshire NHS Foundation Trust,G&A Paediatric,59,40,Beds Situation Report March 2025.csv,10
2024-12-01,Royal Cornwall Hospitals NHS Trust,Critical Care Adult,17,13,Dec 2024 Beds Sitrep Data.csv,7
2025-01-01,Royal Cornwall Hospitals NHS Trust,Critical Care Adult,17,13,Beds Sitrep Data Jan 2025.csv,7
2025-02-01,Royal Cornwall Hospitals NHS Trust,Critical Care Adult,17,14,Beds Sitrep Data Feb 2025.csv,7
2025-03-01,Royal Cornwall Hospitals NHS Trust,Critical Care Adult,17,13,Beds Situation Report March 2025.csv,7
2024-12-01,Royal Cornwall Hospitals NHS Trust,G&A Adult,625,614,Dec 2024 Beds Sitrep Data.csv,123
2025-01-01,Royal Cornwall Hospitals NHS Trust,G&A Adult,620,614,Beds Sitrep Data Jan 2025.csv,123
2025-02-01,Royal Cornwall Hospitals NHS Trust,G&A Adult,619,610,Beds Sitrep Data Feb 2025.csv,122
2025-03-01,Royal Cornwall Hospitals NHS Trust,G&A Adult,628,607,Beds Situation Report March 2025.csv,122
2024-12-01,Royal Cornwall Hospitals NHS Trust,G&A Paediatric,37,23,Dec 2024 Beds Sitrep Data.csv,6
2025-01-01,Royal Cornwall Hospitals NHS Trust,G&A Paediatric,37,17,Beds Sitrep Data Jan 2025.csv,5
2025-02-01,Royal Cornwall Hospitals NHS Trust,G&A Paediatric,37,17,Beds Sitrep Data Feb 2025.csv,5
2025-03-01,Royal Cornwall Hospitals NHS Trust,G&A Paediatric,37,18,Beds Situation Report March 2025.csv,5
2024-12-01,Royal Devon University Healthcare NHS Foundation Trust,Critical Care Adult,37,19,Dec 2024 Beds Sitrep Data.csv,10
2025-01-01,Royal Devon University Healthcare NHS Foundation Trust,Critical Care Adult,37,19,Beds Sitrep Data Jan 2025.csv,10
2025-02-01,Royal Devon University Healthcare NHS Foundation Trust,Critical Care Adult,37,19,Beds Sitrep Data Feb 2025.csv,10
2025-03-01,Royal Devon University Healthcare NHS Foundation Trust,Critical Care Adult,37,19,Beds Situation Report March 2025.csv,10
2024-12-01,Royal Devon University Healthcare NHS Foundation Trust,G&A Adult,1095,1007,Dec 2024 Beds Sitrep Data.csv,202
2025-01-01,Royal Devon University Healthcare NHS Foundation Trust,G&A Adult,1103,1022,Beds Sitrep Data Jan 2025.csv,205
2025-02-01,Royal Devon University Healthcare NHS Foundation Trust,G&A Adult,1093,1019,Beds Sitrep Data Feb 2025.csv,204
2025-03-01,Royal Devon University Healthcare NHS Foundation Trust,G&A Adult,1096,1020,Beds Situation Report March 2025.csv,204
2024-12-01,Royal Devon University Healthcare NHS Foundation Trust,G&A Paediatric,46,27,Dec 2024 Beds Sitrep Data.csv,7
2025-01-01,Royal Devon University Healthcare NHS Foundation Trust,G&A Paediatric,48,21,Beds Sitrep Data Jan 2025.csv,6
2025-02-01,Royal Devon University Healthcare NHS Foundation Trust,G&A Paediatric,48,22,Beds Sitrep Data Feb 2025.csv,6
2025-03-01,Royal Devon University Healthcare NHS Foundation Trust,G&A Paediatric,49,24,Beds Situation Report March 2025.csv,6
2024-12-01,Royal Free London NHS Foundation Trust,Critical Care Adult,87,79,Dec 2024 Beds Sitrep Data.csv,40
2025-01-01,Royal Free London NHS Foundation Trust,Critical Care Adult,89,83,Beds Sitrep Data Jan 2025.csv,42
2025-02-01,Royal Free London NHS Foundation Trust,Critical Care Adult,89,82,Beds Sitrep Data Feb 2025.csv,41
2025-03-01,Royal Free London NHS Foundation Trust,Critical Care Adult,89,80,Beds Situation Report March 2025.csv,40
2024-12-01,Royal Free London NHS Foundation Trust,G&A Adult,1392,1350,Dec 2024 Beds Sitrep Data.csv,270
2025-01-01,Royal Free London NHS Foundation Trust,G&A Adult,1402,1371,Beds Sitrep Data Jan 2025.csv,275
2025-02-01,Royal Free London NHS Foundation Trust,G&A Adult,1424,1393,Beds Sitrep Data Feb 2025.csv,279
2025-03-01,Royal Free London NHS Foundation Trust,G&A Adult,1427,1379,Beds Situation Report March 2025.csv,276
2024-12-01,Royal Free London NHS Foundation Trust,G&A Paediatric,58,48,Dec 2024 Beds Sitrep Data.csv,12
2025-01-01,Royal Free London NHS Foundation Trust,G&A Paediatric,58,47,Beds Sitrep Data Jan 2025.csv,12
2025-02-01,Royal Free London NHS Foundation Trust,G&A Paediatric,58,48,Beds Sitrep Data Feb 2025.csv,12
2025-03-01,Royal Free London NHS Foundation Trust,G&A Paediatric,58,49,Beds Situation Report March 2025.csv,13
2024-12-01,Royal National Orthopaedic Hospital NHS Trust,Critical Care Adult,10,4,Dec 2024 Beds Sitrep Data.csv,2
2025-01-01,Royal National Orthopaedic Hospital NHS Trust,Critical Care Adult,10,5,Beds Sitrep Data Jan 2025.csv,3
2025-02-01,Royal National Orthopaedic Hospital NHS Trust,Critical Care Adult,10,5,Beds Sitrep Data Feb 2025.csv,3
2025-03-01,Royal National Orthopaedic Hospital NHS Trust,Critical Care Adult,10,4,Beds Situation Report March 2025.csv,2
2024-12-01,Royal National Orthopaedic Hospital NHS Trust,G&A Adult,132,108,Dec 2024 Beds Sitrep Data.csv,22
2025-01-01,Royal National Orthopaedic Hospital NHS Trust,G&A Adult,141,115,Beds Sitrep Data Jan 2025.csv,23
2025-02-01,Royal National Orthopaedic Hospital NHS Trust,G&A Adult,147,132,Beds Sitrep Data Feb 2025.csv,27
2025-03-01,Royal National Orthopaedic Hospital NHS Trust,G&A Adult,145,117,Beds Situation Report March 2025.csv,24
2024-12-01,Royal National Orthopaedic Hospital NHS Trust,G&A Paediatric,27,17,Dec 2024 Beds Sitrep Data.csv,5
2025-01-01,Royal National Orthopaedic Hospital NHS Trust,G&A Paediatric,27,15,Beds Sitrep Data Jan 2025.csv,4
2025-02-01,Royal National Orthopaedic Hospital NHS Trust,G&A Paediatric,27,21,Beds Sitrep Data Feb 2025.csv,6
2025-03-01,Royal National Orthopaedic Hospital NHS Trust,G&A Paediatric,27,18,Beds Situation Report March 2025.csv,5
2024-12-01,Royal Papworth Hospital NHS Foundation Trust,Critical Care Adult,35,30,Dec 2024 Beds Sitrep Data.csv,15
2025-01-01,Royal Papworth Hospital NHS Foundation Trust,Critical Care Adult,35,32,Beds Sitrep Data Jan 2025.csv,16
2025-02-01,Royal Papworth Hospital NHS Foundation Trust,Critical Care Adult,35,31,Beds Sitrep Data Feb 2025.csv,16
2025-03-01,Royal Papworth Hospital NHS Foundation Trust,Critical Care Adult,35,31,Beds Situation Report March 2025.csv,16
2024-12-01,Royal Papworth Hospital NHS Foundation Trust,G&A Adult,183,170,Dec 2024 Beds Sitrep Data.csv,34
2025-01-01,Royal Papworth Hospital NHS Foundation Trust,G&A Adult,183,173,Beds Sitrep Data Jan 2025.csv,35
2025-02-01,Royal Papworth Hospital NHS Foundation Trust,G&A Adult,184,174,Beds Sitrep Data Feb 2025.csv,35
2025-03-01,Royal Papworth Hospital NHS Foundation Trust,G&A Adult,183,175,Beds Situation Report March 2025.csv,35
2024-12-01,Royal Papworth Hospital NHS Foundation Trust,G&A Paediatric,0,0,Dec 2024 Beds Sitrep Data.csv,0
2025-01-01,Royal Papworth Hospital NHS Foundation Trust,G&A Paediatric,0,0,Beds Sitrep Data Jan 2025.csv,0
2025-02-01,Royal Papworth Hospital NHS Foundation Trust,G&A Paediatric,0,0,Beds Sitrep Data Feb 2025.csv,0
2025-03-01,Royal Papworth Hospital NHS Foundation Trust,G&A Paediatric,0,0,Beds Situation Report March 2025.csv,0
2024-12-01,Royal Surrey County Hospital NHS Foundation Trust,Critical Care Adult,18,16,Dec 2024 Beds Sitrep Data.csv,8
2025-01-01,Royal Surrey County Hospital NHS Foundation Trust,Critical Care Adult,19,18,Beds Sitrep Data Jan 2025.csv,9
2025-02-01,Royal Surrey County Hospital NHS Foundation Trust,Critical Care Adult,17,16,Beds Sitrep Data Feb 2025.csv,8
2025-03-01,Royal Surrey County Hospital NHS Foundation Trust,Critical Care Adult,17,15,Beds Situation Report March 2025.csv,8
2024-12-01,Royal Surrey County Hospital NHS Foundation Trust,G&A Adult,456,441,Dec 2024 Beds Sitrep Data.csv,89
2025-01-01,Royal Surrey County Hospital NHS Foundation Trust,G&A Adult,457,449,Beds Sitrep Data Jan 2025.csv,90
2025-02-01,Royal Surrey County Hospital NHS Foundation Trust,G&A Adult,457,449,Beds Sitrep Data Feb 2025.csv,90
2025-03-01,Royal Surrey County Hospital NHS Foundation Trust,G&A Adult,453,440,Beds Situation Report March 2025.csv,88
2024-12-01,Royal Surrey County Hospital NHS Foundation Trust,G&A Paediatric,23,17,Dec 2024 Beds Sitrep Data.csv,5
2025-01-01,Royal Surrey County Hospital NHS Foundation Trust,G&A Paediatric,22,15,Beds Sitrep Data Jan 2025.csv,4
2025-02-01,Royal Surrey County Hospital NHS Foundation Trust,G&A Paediatric,23,16,Beds Sitrep Data Feb 2025.csv,4
2025-03-01,Royal Surrey County Hospital NHS Foundation Trust,G&A Paediatric,22,16,Beds Situation Report March 2025.csv,4
2024-12-01,Royal United Hospitals Bath NHS Foundation Trust,Critical Care Adult,13,11,Dec 2024 Beds Sitrep Data.csv,6
2025-01-01,Royal United Hospitals Bath NHS Foundation Trust,Critical Care Adult,13,11,Beds Sitrep Data Jan 2025.csv,6
2025-02-01,Royal United Hospitals Bath NHS Foundation Trust,Critical Care Adult,13,10,Beds Sitrep Data Feb 2025.csv,5
2025-03-01,Royal United Hospitals Bath NHS Foundation Trust,Critical Care Adult,14,9,Beds Situation Report March 2025.csv,5
2024-12-01,Royal United Hospitals Bath NHS Foundation Trust,G&A Adult,500,480,Dec 2024 Beds Sitrep Data.csv,96
2025-01-01,Royal United Hospitals Bath NHS Foundation Trust,G&A Adult,495,483,Beds Sitrep Data Jan 2025.csv,97
2025-02-01,Royal United Hospitals Bath NHS Foundation Trust,G&A Adult,497,488,Beds Sitrep Data Feb 2025.csv,98
2025-03-01,Royal United Hospitals Bath NHS Foundation Trust,G&A Adult,494,487,Beds Situation Report March 2025.csv,98
2024-12-01,Royal United Hospitals Bath NHS Foundation Trust,G&A Paediatric,22,17,Dec 2024 Beds Sitrep Data.csv,5
2025-01-01,Royal United Hospitals Bath NHS Foundation Trust,G&A Paediatric,22,16,Beds Sitrep Data Jan 2025.csv,4
2025-02-01,Royal United Hospitals Bath NHS Foundation Trust,G&A Paediatric,24,17,Beds Sitrep Data Feb 2025.csv,5
2025-03-01,Royal United Hospitals Bath NHS Foundation Trust,G&A Paediatric,23,16,Beds Situation Report March 2025.csv,4
2024-10-01,SALISBURY NHS FOUNDATION TRUST,Critical Care Adult,10,6,October 2024 Beds Sitrep Data.csv,3
2024-11-01,SALISBURY NHS FOUNDATION TRUST,Critical Care Adult,10,8,Beds Sitrep Data Nov 2024.csv,4
2024-10-01,SALISBURY NHS FOUNDATION TRUST,G&A Adult,458,449,October 2024 Beds Sitrep Data.csv,90
2024-11-01,SALISBURY NHS FOUNDATION TRUST,G&A Adult,450,439,Beds Sitrep Data Nov 2024.csv,88
2024-10-01,SALISBURY NHS FOUNDATION TRUST,G&A Paediatric,16,11,October 2024 Beds Sitrep Data.csv,3
2024-11-01,SALISBURY NHS FOUNDATION TRUST,G&A Paediatric,16,12,Beds Sitrep Data Nov 2024.csv,3
2024-10-01,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,Critical Care Adult,20,15,October 2024 Beds Sitrep Data.csv,8
2024-11-01,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,Critical Care Adult,16,14,Beds Sitrep Data Nov 2024.csv,7
2024-10-01,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,G&A Adult,544,515,October 2024 Beds Sitrep Data.csv,103
2024-11-01,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,G&A Adult,510,469,Beds Sitrep Data Nov 2024.csv,94
2024-10-01,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,G&A Paediatric,35,26,October 2024 Beds Sitrep Data.csv,7
2024-11-01,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,G&A Paediatric,35,27,Beds Sitrep Data Nov 2024.csv,7
2024-10-01,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,Critical Care Adult,0,0,October 2024 Beds Sitrep Data.csv,0
2024-11-01,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,Critical Care Adult,0,0,Beds Sitrep Data Nov 2024.csv,0
2024-10-01,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,G&A Adult,0,0,October 2024 Beds Sitrep Data.csv,0
2024-11-01,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,G&A Adult,0,0,Beds Sitrep Data Nov 2024.csv,0
2024-10-01,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,G&A Paediatric,159,100,October 2024 Beds Sitrep Data.csv,25
2024-11-01,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,G&A Paediatric,160,104,Beds Sitrep Data Nov 2024.csv,26
2024-10-01,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,Critical Care Adult,120,77,October 2024 Beds Sitrep Data.csv,39
2024-11-01,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,Critical Care Adult,120,75,Beds Sitrep Data Nov 2024.csv,38
2024-10-01,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,G&A Adult,1489,1392,October 2024 Beds Sitrep Data.csv,279
2024-11-01,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,G&A Adult,1497,1408,Beds Sitrep Data Nov 2024.csv,282
2024-10-01,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,G&A Paediatric,0,0,October 2024 Beds Sitrep Data.csv,0
2024-11-01,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,G&A Paediatric,0,0,Beds Sitrep Data Nov 2024.csv,0
2024-10-01,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,Critical Care Adult,12,9,October 2024 Beds Sitrep Data.csv,5
2024-11-01,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,Critical Care Adult,12,10,Beds Sitrep Data Nov 2024.csv,5
2024-10-01,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,G&A Adult,660,639,October 2024 Beds Sitrep Data.csv,128
2024-11-01,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,G&A Adult,672,640,Beds Sitrep Data Nov 2024.csv,128
2024-10-01,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,G&A Paediatric,26,20,October 2024 Beds Sitrep Data.csv,5
2024-11-01,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,G&A Paediatric,27,24,Beds Sitrep Data Nov 2024.csv,6
2024-10-01,SOMERSET NHS FOUNDATION TRUST,Critical Care Adult,27,17,October 2024 Beds Sitrep Data.csv,9
2024-11-01,SOMERSET NHS FOUNDATION TRUST,Critical Care Adult,27,21,Beds Sitrep Data Nov 2024.csv,11
2024-10-01,SOMERSET NHS FOUNDATION TRUST,G&A Adult,928,885,October 2024 Beds Sitrep Data.csv,177
2024-11-01,SOMERSET NHS FOUNDATION TRUST,G&A Adult,932,892,Beds Sitrep Data Nov 2024.csv,179
2024-10-01,SOMERSET NHS FOUNDATION TRUST,G&A Paediatric,69,39,October 2024 Beds Sitrep Data.csv,10
2024-11-01,SOMERSET NHS FOUNDATION TRUST,G&A Paediatric,68,41,Beds Sitrep Data Nov 2024.csv,11
2024-10-01,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,Critical Care Adult,61,54,October 2024 Beds Sitrep Data.csv,27
2024-11-01,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,Critical Care Adult,60,50,Beds Sitrep Data Nov 2024.csv,25
2024-10-01,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,G&A Adult,878,814,October 2024 Beds Sitrep Data.csv,163
2024-11-01,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,G&A Adult,881,809,Beds Sitrep Data Nov 2024.csv,162
2024-10-01,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,G&A Paediatric,67,41,October 2024 Beds Sitrep Data.csv,11
2024-11-01,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,G&A Paediatric,68,50,Beds Sitrep Data Nov 2024.csv,13
2024-10-01,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,Critical Care Adult,22,14,October 2024 Beds Sitrep Data.csv,7
